IDfg,Season,Name,Team,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,GB,FB,LD,IFFB,Pitches,Balls,Strikes,IFH,BU,BUH,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,wOBA,wRAA,wRC,Bat,Fld,Rep,Pos,RAR,WAR,Dol,Spd,wRC+,WPA,-WPA,+WPA,RE24,REW,pLI,phLI,PH,WPA/LI,Clutch,FB% (Pitch),FBv,SL%,SLv,CT%,CTv,CB%,CBv,CH%,CHv,SF%,SFv,KN%,KNv,XX%,PO%,wFB,wSL,wCT,wCB,wCH,wSF,wKN,wFB/C,wSL/C,wCT/C,wCB/C,wCH/C,wSF/C,wKN/C,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,BsR,FA% (sc),FT% (sc),FC% (sc),FS% (sc),FO% (sc),SI% (sc),SL% (sc),CU% (sc),KC% (sc),EP% (sc),CH% (sc),SC% (sc),KN% (sc),UN% (sc),vFA (sc),vFT (sc),vFC (sc),vFS (sc),vFO (sc),vSI (sc),vSL (sc),vCU (sc),vKC (sc),vEP (sc),vCH (sc),vSC (sc),vKN (sc),FA-X (sc),FT-X (sc),FC-X (sc),FS-X (sc),FO-X (sc),SI-X (sc),SL-X (sc),CU-X (sc),KC-X (sc),EP-X (sc),CH-X (sc),SC-X (sc),KN-X (sc),FA-Z (sc),FT-Z (sc),FC-Z (sc),FS-Z (sc),FO-Z (sc),SI-Z (sc),SL-Z (sc),CU-Z (sc),KC-Z (sc),EP-Z (sc),CH-Z (sc),SC-Z (sc),KN-Z (sc),wFA (sc),wFT (sc),wFC (sc),wFS (sc),wFO (sc),wSI (sc),wSL (sc),wCU (sc),wKC (sc),wEP (sc),wCH (sc),wSC (sc),wKN (sc),wFA/C (sc),wFT/C (sc),wFC/C (sc),wFS/C (sc),wFO/C (sc),wSI/C (sc),wSL/C (sc),wCU/C (sc),wKC/C (sc),wEP/C (sc),wCH/C (sc),wSC/C (sc),wKN/C (sc),O-Swing% (sc),Z-Swing% (sc),Swing% (sc),O-Contact% (sc),Z-Contact% (sc),Contact% (sc),Zone% (sc),Pace,Def,wSB,UBR,Age Rng,Off,Lg,wGDP,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,TTO%,CH% (pi),CS% (pi),CU% (pi),FA% (pi),FC% (pi),FS% (pi),KN% (pi),SB% (pi),SI% (pi),SL% (pi),XX% (pi),vCH (pi),vCS (pi),vCU (pi),vFA (pi),vFC (pi),vFS (pi),vKN (pi),vSB (pi),vSI (pi),vSL (pi),vXX (pi),CH-X (pi),CS-X (pi),CU-X (pi),FA-X (pi),FC-X (pi),FS-X (pi),KN-X (pi),SB-X (pi),SI-X (pi),SL-X (pi),XX-X (pi),CH-Z (pi),CS-Z (pi),CU-Z (pi),FA-Z (pi),FC-Z (pi),FS-Z (pi),KN-Z (pi),SB-Z (pi),SI-Z (pi),SL-Z (pi),XX-Z (pi),wCH (pi),wCS (pi),wCU (pi),wFA (pi),wFC (pi),wFS (pi),wKN (pi),wSB (pi),wSI (pi),wSL (pi),wXX (pi),wCH/C (pi),wCS/C (pi),wCU/C (pi),wFA/C (pi),wFC/C (pi),wFS/C (pi),wKN/C (pi),wSB/C (pi),wSI/C (pi),wSL/C (pi),wXX/C (pi),O-Swing% (pi),Z-Swing% (pi),Swing% (pi),O-Contact% (pi),Z-Contact% (pi),Contact% (pi),Zone% (pi),Pace (pi),FRM,AVG+,BB%+,K%+,OBP+,SLG+,ISO+,BABIP+,LD+%,GB%+,FB%+,HR/FB%+,Pull%+,Cent%+,Oppo%+,Soft%+,Med%+,Hard%+,EV,LA,Barrels,Barrel%,maxEV,HardHit,HardHit%,Events,CStr%,CSW%,xBA,xSLG,xwOBA,L-WAR
17919,2025,Ian Happ,CHC,30,4,15,19,4,2,1,0,1,2,4,4,0,4,0,0,0,0,0,0,0.267,5,4,2,1,78,35,43,1,0,0,0.21100000000000002,0.21100000000000002,1.0,0.421,0.533,0.954,0.267,0.3,0.0125,0.182,0.455,0.364,0.25,0.25,0.2,0.0,0.415,1.6,4,1.7,-0.7,0.6,-0.2,1.4,0.1,$1.2,0.4,178,0.26,-0.24,0.5,2.57,0.26,0.91,,0,0.27,0.01,0.493,94.6,0.085,82.3,0.042,88.7,0.141,81.3,0.183,86.0,0.055999999999999994,87.3,,,0.09,,1.3,-0.3,-0.1,0.8,-0.6,0.8,,3.75,-5.59,-3.81,7.6,-4.8,20.29,,0.205,0.545,0.35100000000000003,0.556,0.9440000000000001,0.815,0.429,0.474,0.064,-0.1,0.48100000000000004,,0.052000000000000005,0.065,,0.052000000000000005,0.026000000000000002,0.091,0.065,,0.16899999999999998,,,,95.2,,87.4,86.5,,94.0,85.5,79.7,81.5,,85.8,,,-5.0,,-0.8,-5.0,,-10.0,6.7,2.1,2.1,,-5.3,,,10.0,,2.1,0.8,,5.2,0.1,-5.7,-6.2,,1.6,,,0.5,,-0.3,0.7,,0.7,0.0,0.0,0.7,,-0.6,,,1.22,,-8.15,14.59,,17.63,-2.17,0.61,14.39,,-4.8,,,0.179,0.526,0.35100000000000003,0.429,0.95,0.815,0.494,18.8,-0.9,-0.1,,30 - 30,1.6,0.1,,0.273,0.273,0.455,0.364,0.455,0.182,0.474,0.16899999999999998,,0.13,0.48100000000000004,0.039,0.065,,,0.052000000000000005,0.065,,85.9,,81.1,95.3,88.8,86.6,,,94.1,82.0,,-5.1,,4.2,-4.5,-0.4,-4.4,,,-9.4,0.6,,-0.3,,-8.7,8.4,2.2,-1.3,,,3.7,-3.0,,-0.6,,0.8,0.5,-0.1,0.7,,,0.7,-0.3,,-4.8,,7.6,1.31,-3.81,14.59,,,17.63,-5.06,,0.2,0.514,0.35100000000000003,0.375,1.0,0.815,0.48100000000000004,18.8,,120,199,84,135,141,170,110.0,0.93,99.0,105.0,178.0,66.0,79.0,188.0,201.0,96.0,53.0,85.7,12.7,1,0.091,109.3,3,0.273,11,0.205,0.26899999999999996,0.222,0.398,0.358,0.1
11493,2025,Manny Machado,SDP,32,2,7,8,2,0,2,0,0,3,1,1,0,2,0,0,0,0,2,0,0.286,3,1,1,0,32,14,18,0,0,0,0.125,0.25,0.5,0.375,0.571,0.946,0.286,0.4,0.03,0.2,0.6,0.2,0.0,0.0,0.0,0.0,0.403,0.6,2,0.6,,0.2,0.0,1.3,0.1,$1.1,7.5,171,-0.02,-0.19,0.16,0.53,0.06,1.22,,0,0.02,-0.04,0.344,95.5,0.563,82.3,,,0.031,80.0,0.063,87.0,,,,,,,-0.9,1.7,,-0.1,0.0,,,-8.08,9.6,,-5.17,-2.28,,,0.19,0.818,0.406,0.5,0.667,0.615,0.344,0.375,0.156,0.4,0.313,,,,,0.031,0.563,0.031,,,0.063,,,,95.8,,,,,91.5,82.3,80.0,,,86.8,,,0.1,,,,,9.5,-2.8,-10.9,,,11.1,,,8.5,,,,,0.5,-1.0,-5.7,,,-0.9,,,-0.9,,,,,0.0,1.7,-0.1,,,0.0,,,-9.2,,,,,-4.34,9.28,-5.17,,,-2.28,,,0.11800000000000001,0.733,0.406,0.0,0.727,0.615,0.469,19.2,0.0,0.4,,32 - 32,1.0,0.0,,0.4,0.6,0.0,0.2,0.6,0.2,0.375,0.063,,0.031,0.313,,,,,0.031,0.563,,87.0,,79.0,95.9,,,,,91.8,82.5,,11.3,,-8.2,0.9,,,,,9.8,-1.8,,-2.5,,-6.7,6.8,,,,,-0.9,-3.0,,0.0,,0.0,-0.9,,,,,0.0,1.6,,-2.28,,4.29,-9.2,,,,,-4.34,8.76,,0.11800000000000001,0.733,0.406,0.0,0.727,0.615,0.469,19.2,,128,118,100,120,151,182,147.0,1.03,131.0,58.0,0.0,97.0,173.0,0.0,111.0,127.0,58.0,89.2,-8.3,0,0.0,109.4,2,0.4,5,0.156,0.313,0.171,0.191,0.231,0.1
5417,2025,Jose Altuve,HOU,35,2,7,8,3,3,0,0,0,1,0,1,0,4,0,0,0,0,0,0,0.429,3,0,0,0,37,14,23,0,0,0,0.125,0.5,0.25,0.5,0.429,0.929,0.0,1.0,0.03,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.418,0.7,2,0.7,0.2,0.2,-0.1,1.0,0.1,$0.9,1.1,177,0.13,-0.09,0.23,0.57,0.06,1.14,,0,0.05,0.06,0.649,95.4,0.18899999999999997,84.6,0.027000000000000003,92.0,,,0.027000000000000003,91.0,0.10800000000000001,87.0,,,,,0.7,0.1,0.0,,0.0,-0.1,,2.91,1.58,-2.34,,3.84,-3.57,,0.36,0.583,0.43200000000000005,0.444,1.0,0.688,0.324,0.375,0.135,0.0,0.243,,0.027000000000000003,0.027000000000000003,,0.405,0.27,,,,0.027000000000000003,,,,97.1,,91.9,90.6,,94.4,84.9,,,,91.1,,,-5.4,,-2.4,-6.6,,-9.7,4.7,,,,-11.9,,,10.9,,7.7,3.9,,4.1,-0.8,,,,5.1,,,0.1,,0.0,0.0,,0.6,0.0,,,,0.0,,,1.35,,-2.34,0.87,,3.84,-0.41,,,,3.84,,,0.364,0.5329999999999999,0.43200000000000005,0.375,1.0,0.688,0.405,21.9,0.1,0.0,,35 - 35,0.7,0.0,,0.33299999999999996,0.667,0.0,0.0,0.0,1.0,0.625,0.027000000000000003,,,0.243,0.027000000000000003,0.027000000000000003,,,0.405,0.27,,91.4,,,97.2,92.1,90.7,,,94.7,85.0,,-12.0,,,-4.7,-1.9,-7.0,,,-9.4,5.6,,3.6,,,9.4,6.3,2.8,,,2.4,-2.6,,0.0,,,0.1,0.0,0.0,,,0.6,0.0,,3.84,,,1.35,-2.34,0.87,,,3.84,-0.41,,0.35,0.529,0.43200000000000005,0.28600000000000003,1.0,0.688,0.45899999999999996,21.9,,186,133,214,164,108,0,378.0,0.0,232.0,0.0,,77.0,201.0,0.0,0.0,0.0,255.0,96.6,4.6,0,0.0,97.4,3,1.0,3,0.18899999999999997,0.324,0.219,0.254,0.27,0.1
16947,2025,Derek Hill,MIA,29,2,6,8,2,1,1,0,0,2,0,1,0,2,0,0,1,0,0,0,0.333,1,1,2,1,30,11,19,1,1,0,0.125,0.25,0.5,0.429,0.5,0.929,0.167,0.5,0.01,0.5,0.25,0.25,1.0,0.0,1.0,0.0,0.406,0.6,2,0.6,0.0,0.2,0.0,0.9,0.1,$0.8,2.6,167,-0.13,-0.22,0.09,-0.57,-0.06,1.62,,0,-0.02,-0.07,0.36700000000000005,95.1,0.36700000000000005,83.5,0.033,86.0,0.133,76.8,,,0.1,93.7,,,,,-0.4,-0.1,0.0,0.1,,0.8,,-3.72,-1.06,-4.34,2.13,,27.71,,0.409,0.625,0.467,0.444,0.6,0.5,0.267,0.75,0.233,0.0,0.3,,0.1,,,0.16699999999999998,0.267,0.16699999999999998,,,,,,,94.9,,87.3,,,94.5,82.8,77.3,,,,,,-3.4,,-1.1,,,-11.1,5.7,1.5,,,,,,9.9,,3.0,,,2.6,4.1,-6.7,,,,,,0.3,,-0.5,,,0.1,0.3,0.1,,,,,,3.54,,-15.66,,,2.06,3.4,2.47,,,,,,0.33299999999999996,0.667,0.467,0.33299999999999996,0.625,0.5,0.4,19.0,0.1,0.0,,29 - 29,0.6,0.0,,0.4,0.0,0.6,0.4,0.4,0.2,0.375,,,0.16699999999999998,0.267,0.1,,,,0.2,0.267,,,,77.5,94.8,87.3,,,,94.9,82.9,,,,2.5,-1.8,-1.2,,,,-10.5,7.0,,,,-8.8,9.3,1.6,,,,1.3,2.4,,,,0.1,-0.5,-0.5,,,,0.9,0.3,,,,2.47,-6.38,-15.66,,,,15.54,3.4,,0.313,0.643,0.467,0.2,0.667,0.5,0.467,19.0,,150,118,100,137,132,106,183.0,2.57,55.0,72.0,0.0,97.0,0.0,249.0,221.0,84.0,58.0,78.4,10.1,1,0.2,112.3,1,0.2,5,0.16699999999999998,0.4,0.253,0.547,0.39,0.1
10324,2025,Marcell Ozuna,ATL,34,2,6,9,2,2,0,0,0,1,2,3,0,3,0,0,0,0,0,0,0.333,1,1,1,0,42,23,19,0,0,0,0.33299999999999996,0.33299999999999996,1.0,0.556,0.333,0.889,0.0,0.667,0.01,0.33299999999999996,0.33299999999999996,0.33299999999999996,0.0,0.0,0.0,0.0,0.426,0.8,2,0.8,,0.3,-0.2,0.9,0.1,$0.7,0.8,182,0.2,-0.14,0.34,1.83,0.2,1.56,,0,0.1,0.03,0.585,94.6,0.195,85.5,0.073,85.3,,,0.146,89.3,,,,,0.024,,0.6,0.1,0.2,,0.2,,,2.56,1.07,5.87,,3.49,,,0.259,0.467,0.33299999999999996,0.5710000000000001,0.7140000000000001,0.643,0.35700000000000004,0.222,0.11900000000000001,-0.1,0.262,,0.048,,,0.262,0.28600000000000003,,,,0.14300000000000002,,,,94.6,,94.2,,,94.5,85.3,,,,89.1,,,-5.4,,-0.9,,,-3.7,1.0,,,,-12.8,,,10.6,,7.4,,,5.8,1.6,,,,4.3,,,0.0,,-0.1,,,0.7,0.0,,,,0.2,,,-0.12,,-3.81,,,6.4,-0.06,,,,3.49,,,0.16699999999999998,0.556,0.33299999999999996,0.75,0.6,0.643,0.429,20.0,-0.2,-0.1,,34 - 34,0.8,0.0,,0.0,0.0,1.0,0.0,1.0,0.0,0.667,0.14300000000000002,,,0.262,0.048,,,,0.262,0.28600000000000003,,89.3,,,94.8,94.2,,,,94.6,85.4,,-11.1,,,-3.9,-0.8,,,,-2.6,2.9,,2.2,,,9.2,6.0,,,,4.3,-0.3,,0.2,,,0.0,-0.1,,,,0.7,0.0,,3.49,,,-0.12,-3.81,,,,6.4,-0.06,,0.192,0.563,0.33299999999999996,0.6,0.667,0.643,0.381,20.0,,150,315,133,177,88,0,244.0,1.71,73.0,96.0,0.0,0.0,0.0,414.0,0.0,211.0,0.0,92.9,22.3,0,0.0,95.4,1,0.33299999999999996,3,0.11900000000000001,0.23800000000000002,0.15,0.183,0.334,0.1
25543,2025,Korey Lee,CHW,26,1,3,4,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0.333,1,1,0,0,17,8,9,0,0,0,0.25,0.25,1.0,0.5,0.333,0.833,0.0,0.5,0.01,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.394,0.3,1,0.3,0.1,0.1,0.1,0.5,0.1,$0.4,2.6,158,0.01,-0.01,0.02,0.06,0.01,0.26,,0,-0.01,0.05,0.647,81.2,0.11800000000000001,89.5,0.11800000000000001,90.0,0.059000000000000004,81.0,0.059000000000000004,86.0,,,,,,,-0.1,0.1,-0.3,0.5,0.0,,,-0.6,5.5,-13.74,45.9,0.87,,,0.273,0.5,0.353,0.667,1.0,0.833,0.353,0.5,0.059000000000000004,0.0,0.529,,0.11800000000000001,,,0.11800000000000001,0.11800000000000001,0.059000000000000004,,,0.059000000000000004,,,,78.2,,90.0,,,94.2,89.3,81.0,,,86.0,,,-0.7,,4.1,,,-3.3,0.6,-2.1,,,10.6,,,8.3,,3.5,,,1.8,3.7,-0.4,,,4.4,,,-0.1,,-0.3,,,0.0,0.1,0.5,,,0.0,,,-0.76,,-13.74,,,0.11,5.5,45.9,,,0.87,,,0.25,0.444,0.353,0.5,1.0,0.833,0.529,15.2,0.1,0.0,,26 - 26,0.2,0.0,,0.5,0.5,0.0,0.0,1.0,0.0,0.5,0.059000000000000004,,0.059000000000000004,0.47100000000000003,0.11800000000000001,,,,0.11800000000000001,0.11800000000000001,0.059000000000000004,86.4,,81.4,76.4,90.4,,,,95.6,89.7,94.0,8.6,,-4.3,-2.6,3.5,,,,-3.5,-1.4,0.0,2.3,,-1.6,7.3,2.1,,,,1.7,2.2,0.0,0.0,,0.5,-0.1,-0.3,,,,0.0,0.1,0.0,0.87,,45.9,-1.33,-13.74,,,,0.11,5.5,3.84,0.25,0.5,0.375,0.5,1.0,0.833,0.5,15.2,,145,267,107,164,84,0,189.0,0.0,116.0,124.0,0.0,115.0,151.0,0.0,0.0,217.0,0.0,95.5,11.7,0,0.0,96.1,1,0.5,2,0.17600000000000002,0.235,0.091,0.169,0.262,0.0
26668,2025,Elly De La Cruz,CIN,23,1,3,4,1,1,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0.333,1,0,1,0,22,9,13,0,0,0,0.25,0.25,1.0,0.5,0.333,0.833,0.0,0.5,0.01,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.394,0.3,1,0.2,0.0,0.1,0.0,0.6,0.1,$0.5,2.6,154,0.01,-0.03,0.04,0.09,0.01,0.69,,0,0.01,0.01,0.364,87.4,0.273,82.7,0.136,90.7,,,0.22699999999999998,86.8,,,,,,,-0.3,0.3,0.0,,0.3,,,-3.54,5.05,-1.21,,6.28,,,0.1,0.5,0.318,0.0,0.833,0.7140000000000001,0.545,0.75,0.091,0.2,0.091,,0.136,,,0.318,0.273,,,,0.182,,,,92.6,,90.5,,,86.4,82.7,,,,85.9,,,-6.3,,-2.1,,,-5.8,7.4,,,,-5.2,,,6.1,,3.8,,,-4.0,0.2,,,,-2.9,,,0.0,,0.0,,,-0.3,0.3,,,,0.3,,,0.87,,-1.21,,,-4.17,5.05,,,,7.63,,,0.14300000000000002,0.4,0.318,0.0,0.833,0.7140000000000001,0.682,15.3,0.0,0.0,,23 - 23,0.5,0.0,,0.5,0.0,0.5,0.0,1.0,0.0,0.5,0.182,,,0.091,0.136,,,,0.318,0.273,,85.7,,,92.4,90.3,,,,86.2,82.5,,-4.6,,,-5.9,-1.5,,,,-4.7,8.4,,-4.5,,,5.3,2.9,,,,-4.7,-1.0,,0.3,,,0.0,0.0,,,,-0.3,0.3,,7.63,,,0.87,-1.21,,,,-4.17,5.05,,0.14300000000000002,0.4,0.318,0.0,0.833,0.7140000000000001,0.682,15.3,,150,236,100,160,88,0,183.0,2.57,109.0,0.0,,122.0,0.0,207.0,0.0,211.0,0.0,98.0,-3.6,0,0.0,98.6,2,1.0,2,0.273,0.364,0.376,0.431,0.443,0.0
11739,2025,J.T. Realmuto,PHI,34,1,5,5,1,0,0,1,0,0,2,0,0,4,0,0,0,0,0,0,0.2,0,1,0,0,25,5,20,0,0,0,0.0,0.8,0.0,0.2,0.6,0.8,0.4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.322,0.1,1,0.1,0.5,0.1,0.1,1.0,0.1,$0.9,2.6,111,-0.01,-0.16,0.15,0.96,0.1,1.34,,0,0.17,-0.18,0.4,96.2,0.04,90.0,0.12,90.7,0.12,82.3,0.16,87.0,0.16,88.3,,,,,0.9,-0.2,-0.3,0.0,0.1,-0.2,,8.51,-19.6,-8.35,0.0,3.1,-6.21,,0.583,0.769,0.68,0.857,0.8,0.8240000000000001,0.52,0.6,0.12,0.2,0.28,,0.12,0.16,,0.12,0.04,0.12,,,0.16,,,,95.7,,90.7,88.4,,96.6,90.2,82.0,,,86.7,,,3.5,,0.1,-8.5,,4.5,0.0,-1.3,,,9.4,,,11.0,,5.1,3.4,,3.7,1.6,-7.7,,,5.1,,,-0.3,,-0.3,-0.2,,1.2,-0.2,0.0,,,0.1,,,-4.68,,-8.35,-6.21,,39.27,-22.04,0.0,,,3.1,,,0.545,0.7859999999999999,0.68,0.833,0.818,0.8240000000000001,0.56,20.0,0.6,0.0,,34 - 34,0.3,0.0,,0.0,0.0,1.0,0.0,1.0,0.0,0.8,0.16,,0.12,0.28,,0.16,,,0.12,0.16,,86.7,,82.1,95.8,,88.4,,,96.7,90.6,,9.4,,-1.7,3.1,,-7.7,,,4.4,-0.5,,3.2,,-9.9,9.5,,1.5,,,2.1,2.4,,0.1,,0.0,-0.3,,-0.2,,,1.2,-0.5,,3.1,,0.0,-4.68,,-6.21,,,39.27,-11.77,,0.636,0.7140000000000001,0.68,0.857,0.8,0.8240000000000001,0.56,20.0,,90,0,318,64,158,255,366.0,0.0,0.0,288.0,0.0,0.0,0.0,414.0,0.0,211.0,0.0,99.2,29.0,1,1.0,99.2,1,1.0,1,0.12,0.24,0.093,0.313,0.165,0.0
19470,2025,Tommy Edman,LAD,30,4,18,18,4,2,0,0,2,3,3,0,0,4,0,0,0,1,0,0,0.222,7,4,3,1,54,13,41,0,0,0,0.0,0.222,0.0,0.222,0.556,0.778,0.333,0.167,0.0175,0.214,0.5,0.28600000000000003,0.25,0.5,0.0,0.0,0.331,0.3,2,0.4,0.0,0.5,0.1,1.0,0.1,$0.8,2.6,119,0.14,-0.22,0.36,-0.67,-0.07,0.77,,0,0.16,0.02,0.396,94.4,0.17,85.8,0.075,88.8,0.132,78.7,0.151,87.4,0.075,83.3,,,0.019,,1.9,-0.9,-0.2,-0.3,-0.3,-0.2,,9.06,-9.62,-5.18,-4.88,-3.57,-4.1,,0.48100000000000004,0.556,0.519,0.6920000000000001,0.9329999999999999,0.821,0.5,0.833,0.09300000000000001,0.0,0.37,,0.07400000000000001,0.07400000000000001,,0.019,0.14800000000000002,0.019,0.13,,0.16699999999999998,,,,94.1,,88.5,83.2,,95.7,86.4,70.7,79.6,,86.9,,,-1.2,,-0.7,8.3,,8.9,-0.9,-5.2,3.7,,1.6,,,9.4,,6.9,4.0,,7.8,1.2,-9.4,-4.0,,3.0,,,0.5,,-0.2,-0.2,,1.4,-0.8,0.0,-0.3,,-0.5,,,2.63,,-5.18,-4.1,,137.72,-10.28,-4.34,-4.88,,-5.34,,,0.48,0.552,0.519,0.667,0.938,0.821,0.537,15.9,0.0,0.0,,30 - 30,0.4,0.1,,0.35700000000000004,0.35700000000000004,0.28600000000000003,0.214,0.214,0.5710000000000001,0.33299999999999996,0.16699999999999998,,0.14800000000000002,0.24100000000000002,0.204,0.07400000000000001,,,0.019,0.14800000000000002,,87.5,,78.9,96.1,90.4,83.3,,,96.3,86.6,,1.6,,3.0,-2.0,0.0,7.8,,,8.6,-0.8,,1.6,,-6.4,8.7,6.3,2.1,,,6.7,-0.5,,-0.5,,-0.4,-0.6,0.9,-0.2,,,1.4,-0.8,,-5.34,,-4.81,-4.25,7.93,-4.1,,,137.72,-10.28,,0.462,0.5710000000000001,0.519,0.667,0.938,0.821,0.519,15.9,,100,0,88,71,146,212,61.0,1.1,109.0,82.0,356.0,87.0,103.0,118.0,119.0,45.0,165.0,92.5,7.4,1,0.071,108.6,8,0.5710000000000001,14,0.24100000000000002,0.33299999999999996,0.33,0.519,0.361,0.1
14344,2025,Matt Olson,ATL,31,2,5,9,1,1,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0.2,2,1,0,0,45,22,23,0,0,0,0.444,0.222,2.0,0.556,0.2,0.756,0.0,0.333,0.02,0.0,0.667,0.33299999999999996,0.0,0.0,0.0,0.0,0.404,0.7,2,0.7,0.2,0.3,-0.1,1.1,0.1,$1.0,0.1,167,0.04,-0.11,0.15,0.61,0.07,1.07,,0,0.05,-0.02,0.444,96.0,0.33299999999999996,87.9,,,0.044000000000000004,81.0,0.156,84.9,0.022000000000000002,84.0,,,,,0.4,-0.3,,0.2,0.4,0.0,,1.94,-2.24,,11.62,5.71,0.87,,0.233,0.733,0.4,0.857,0.818,0.833,0.33299999999999996,0.444,0.067,0.1,0.311,,,0.022000000000000002,,0.133,0.33299999999999996,,0.044000000000000004,,0.156,,,,95.9,,,83.7,,96.3,87.7,,81.2,,84.9,,,-4.9,,,-5.9,,-4.4,0.7,,0.7,,-11.6,,,11.3,,,6.5,,6.2,2.5,,-7.2,,4.5,,,0.3,,,0.0,,0.1,-0.3,,0.2,,0.4,,,2.26,,,0.87,,1.21,-2.24,,11.62,,5.71,,,0.231,0.632,0.4,0.833,0.833,0.833,0.42200000000000004,21.1,0.0,-0.1,,31 - 31,0.8,0.0,,0.667,0.33299999999999996,0.0,0.0,1.0,0.0,0.667,0.133,,0.044000000000000004,0.35600000000000004,,0.044000000000000004,,,0.08900000000000001,0.33299999999999996,,86.3,,81.2,96.2,,80.7,,,95.9,87.7,,-10.8,,2.3,-3.7,,-2.9,,,-1.7,2.2,,1.6,,-9.4,9.9,,6.5,,,2.1,0.6,,0.4,,0.2,0.4,,0.0,,,-0.1,-0.3,,6.51,,11.62,2.8,,0.87,,,-1.48,-2.24,,0.231,0.632,0.4,0.833,0.833,0.833,0.42200000000000004,21.1,,90,419,88,177,53,0,122.0,0.0,145.0,96.0,0.0,162.0,96.0,0.0,0.0,211.0,0.0,96.1,9.1,0,0.0,99.9,2,0.667,3,0.111,0.17800000000000002,0.086,0.101,0.362,0.1
24617,2025,Jarren Duran,BOS,28,2,8,8,3,3,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0.375,4,0,3,0,25,10,15,0,0,0,0.0,0.125,0.0,0.375,0.375,0.75,0.0,0.429,0.04,0.429,0.5710000000000001,0.0,0.0,0.0,0.0,0.0,0.332,0.2,1,0.1,0.1,0.2,-0.1,0.7,0.1,$0.6,5.0,110,0.09,-0.13,0.22,0.34,0.04,1.34,,0,0.02,0.05,0.4,95.9,,,0.1,90.5,0.1,76.5,0.1,92.0,0.3,87.5,,,0.2,,-0.2,,-0.3,0.0,0.4,0.1,,-2.85,,-14.6,0.43,19.73,2.01,,0.385,0.857,0.55,0.4,1.0,0.727,0.35,0.625,0.12,0.4,0.32,,0.08,0.24,,0.16,,0.12,,,0.08,,,,95.7,,90.3,87.3,,91.5,,77.8,,,92.3,,,-7.1,,1.1,-6.4,,1.8,,4.3,,,-8.6,,,8.5,,5.7,-0.3,,4.6,,-6.0,,,2.2,,,-0.3,,-0.3,0.1,,0.2,,0.0,,,0.4,,,-3.25,,-16.46,2.01,,6.09,,1.57,,,19.73,,,0.28600000000000003,0.818,0.52,0.25,1.0,0.769,0.44,18.5,0.0,0.4,,28 - 28,0.5,0.0,,0.7140000000000001,0.14300000000000002,0.14300000000000002,0.14300000000000002,0.429,0.429,0.125,0.08,,0.12,0.24,0.08,0.24,,,0.24,,,92.4,,77.9,95.7,90.4,87.5,,,93.2,,,-7.9,,5.0,-6.3,1.9,-5.8,,,-1.3,,,0.8,,-7.7,7.3,4.4,-1.7,,,4.8,,,0.4,,0.0,0.0,-0.3,0.1,,,0.0,,,19.73,,1.57,-0.52,-16.46,2.01,,,0.24,,,0.308,0.75,0.52,0.25,1.0,0.769,0.48,18.5,,163,0,53,123,94,0,162.0,2.57,133.0,0.0,,164.0,43.0,61.0,97.0,93.0,109.0,92.2,-0.2,0,0.0,111.4,4,0.5710000000000001,7,0.08,0.2,0.405,0.493,0.394,0.1
