IDfg,Season,Name,Team,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,GB,FB,LD,IFFB,Pitches,Balls,Strikes,IFH,BU,BUH,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,wOBA,wRAA,wRC,Bat,Fld,Rep,Pos,RAR,WAR,Dol,Spd,wRC+,WPA,-WPA,+WPA,RE24,REW,pLI,phLI,PH,WPA/LI,Clutch,FB% (Pitch),FBv,SL%,SLv,CT%,CTv,CB%,CBv,CH%,CHv,SF%,SFv,KN%,KNv,XX%,PO%,wFB,wSL,wCT,wCB,wCH,wSF,wKN,wFB/C,wSL/C,wCT/C,wCB/C,wCH/C,wSF/C,wKN/C,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,BsR,FA% (sc),FT% (sc),FC% (sc),FS% (sc),FO% (sc),SI% (sc),SL% (sc),CU% (sc),KC% (sc),EP% (sc),CH% (sc),SC% (sc),KN% (sc),UN% (sc),vFA (sc),vFT (sc),vFC (sc),vFS (sc),vFO (sc),vSI (sc),vSL (sc),vCU (sc),vKC (sc),vEP (sc),vCH (sc),vSC (sc),vKN (sc),FA-X (sc),FT-X (sc),FC-X (sc),FS-X (sc),FO-X (sc),SI-X (sc),SL-X (sc),CU-X (sc),KC-X (sc),EP-X (sc),CH-X (sc),SC-X (sc),KN-X (sc),FA-Z (sc),FT-Z (sc),FC-Z (sc),FS-Z (sc),FO-Z (sc),SI-Z (sc),SL-Z (sc),CU-Z (sc),KC-Z (sc),EP-Z (sc),CH-Z (sc),SC-Z (sc),KN-Z (sc),wFA (sc),wFT (sc),wFC (sc),wFS (sc),wFO (sc),wSI (sc),wSL (sc),wCU (sc),wKC (sc),wEP (sc),wCH (sc),wSC (sc),wKN (sc),wFA/C (sc),wFT/C (sc),wFC/C (sc),wFS/C (sc),wFO/C (sc),wSI/C (sc),wSL/C (sc),wCU/C (sc),wKC/C (sc),wEP/C (sc),wCH/C (sc),wSC/C (sc),wKN/C (sc),O-Swing% (sc),Z-Swing% (sc),Swing% (sc),O-Contact% (sc),Z-Contact% (sc),Contact% (sc),Zone% (sc),Pace,Def,wSB,UBR,Age Rng,Off,Lg,wGDP,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,TTO%,CH% (pi),CS% (pi),CU% (pi),FA% (pi),FC% (pi),FS% (pi),KN% (pi),SB% (pi),SI% (pi),SL% (pi),XX% (pi),vCH (pi),vCS (pi),vCU (pi),vFA (pi),vFC (pi),vFS (pi),vKN (pi),vSB (pi),vSI (pi),vSL (pi),vXX (pi),CH-X (pi),CS-X (pi),CU-X (pi),FA-X (pi),FC-X (pi),FS-X (pi),KN-X (pi),SB-X (pi),SI-X (pi),SL-X (pi),XX-X (pi),CH-Z (pi),CS-Z (pi),CU-Z (pi),FA-Z (pi),FC-Z (pi),FS-Z (pi),KN-Z (pi),SB-Z (pi),SI-Z (pi),SL-Z (pi),XX-Z (pi),wCH (pi),wCS (pi),wCU (pi),wFA (pi),wFC (pi),wFS (pi),wKN (pi),wSB (pi),wSI (pi),wSL (pi),wXX (pi),wCH/C (pi),wCS/C (pi),wCU/C (pi),wFA/C (pi),wFC/C (pi),wFS/C (pi),wKN/C (pi),wSB/C (pi),wSI/C (pi),wSL/C (pi),wXX/C (pi),O-Swing% (pi),Z-Swing% (pi),Swing% (pi),O-Contact% (pi),Z-Contact% (pi),Contact% (pi),Zone% (pi),Pace (pi),FRM,AVG+,BB%+,K%+,OBP+,SLG+,ISO+,BABIP+,LD+%,GB%+,FB%+,HR/FB%+,Pull%+,Cent%+,Oppo%+,Soft%+,Med%+,Hard%+,EV,LA,Barrels,Barrel%,maxEV,HardHit,HardHit%,Events,CStr%,CSW%,xBA,xSLG,xwOBA,L-WAR
26319,2025,Michael Busch,CHC,27,4,14,16,2,2,0,0,0,1,0,2,0,5,0,0,0,0,1,0,0.143,6,2,1,0,64,28,36,0,0,0,0.125,0.313,0.4,0.25,0.143,0.393,0.0,0.222,0.03,0.111,0.667,0.222,0.0,0.0,0.0,0.0,0.197,-1.4,0,-1.3,0.3,0.5,-0.3,-0.7,-0.1,($0.6),5.2,27,-0.18,-0.3,0.12,-1.94,-0.2,0.92,,0,-0.16,-0.04,0.4,94.0,0.055,86.7,0.109,88.5,0.145,81.1,0.109,85.5,0.182,92.1,,,0.141,,-0.6,0.1,-0.2,-0.3,0.1,-0.3,,-2.89,3.71,-3.38,-4.08,1.13,-2.81,,0.282,0.68,0.43799999999999994,0.364,0.647,0.536,0.391,0.563,0.203,0.1,0.469,,0.031,0.172,,0.016,0.094,0.031,0.094,,0.094,,,,94.7,,88.8,91.4,,96.2,88.1,79.9,81.3,,85.5,,,-4.2,,0.9,-7.3,,8.4,0.3,3.1,2.4,,-9.3,,,9.5,,4.0,0.4,,6.3,2.3,-4.2,-6.6,,3.3,,,-0.4,,0.0,-0.3,,-0.3,-0.1,-0.1,-0.2,,0.1,,,-1.37,,0.11,-2.47,,-29.08,-1.7,-4.34,-3.99,,1.13,,,0.29,0.5760000000000001,0.43799999999999994,0.33299999999999996,0.632,0.536,0.516,17.8,0.0,0.2,,27 - 27,-1.2,0.1,,0.444,0.444,0.111,0.111,0.556,0.33299999999999996,0.43799999999999994,0.094,,0.125,0.484,0.047,0.172,,,,0.078,,85.5,,81.0,94.9,88.8,91.5,,,,88.1,,-9.2,,3.2,-3.4,1.8,-6.8,,,,-0.3,,1.4,,-8.0,7.9,2.3,-1.5,,,,-0.1,,0.1,,-0.3,-0.7,0.0,-0.3,,,,-0.1,,1.13,,-4.08,-2.26,1.35,-2.47,,,,-2.81,,0.281,0.594,0.43799999999999994,0.33299999999999996,0.632,0.536,0.5,17.8,,64,118,124,80,38,0,81.0,0.57,145.0,64.0,0.0,108.0,128.0,46.0,61.0,117.0,96.0,85.0,-2.7,0,0.0,103.5,2,0.222,9,0.125,0.32799999999999996,0.194,0.234,0.254,-0.1
18373,2025,Ryan Mountcastle,BAL,28,2,9,9,1,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0.111,2,3,1,0,40,11,29,0,0,0,0.0,0.33299999999999996,0.0,0.111,0.222,0.333,0.111,0.167,0.0067,0.16699999999999998,0.33299999999999996,0.5,0.0,0.0,0.0,0.0,0.141,-1.2,0,-1.2,,0.3,-0.1,-1.0,-0.1,($0.9),2.6,-13,0.01,-0.08,0.1,-1.41,-0.15,0.51,,0,-0.11,0.14,0.375,95.1,0.225,83.3,0.05,90.0,0.1,84.5,0.075,88.0,0.175,86.6,,,,,0.6,-0.3,-0.4,-0.5,0.0,-0.5,,3.74,-3.51,-21.41,-12.42,-1.5,-6.72,,0.381,0.684,0.525,0.375,0.769,0.619,0.475,0.667,0.2,0.0,0.275,,0.075,0.175,,0.1,0.2,0.1,,,0.075,,,,94.9,,89.1,86.5,,95.2,83.1,84.3,,,87.9,,,-5.2,,1.0,-10.3,,-10.2,5.6,7.4,,,-9.4,,,9.0,,5.0,3.3,,6.5,1.7,-2.3,,,2.9,,,-0.3,,-0.3,-0.5,,0.8,-0.4,-0.5,,,0.0,,,-2.4,,-10.06,-6.72,,20.6,-5.53,-13.35,,,-1.5,,,0.316,0.7140000000000001,0.525,0.33299999999999996,0.733,0.619,0.525,19.5,-0.1,0.0,,28 - 28,-1.2,0.0,,0.5,0.33299999999999996,0.16699999999999998,0.16699999999999998,0.5,0.33299999999999996,0.33299999999999996,0.1,,,0.225,0.125,0.15,,,0.1,0.3,,86.5,,,94.6,91.1,86.6,,,94.9,83.2,,-8.2,,,-4.9,0.9,-9.7,,,-9.2,7.5,,0.8,,,8.4,4.5,2.1,,,5.1,-1.0,,-0.2,,,-0.3,-0.3,-0.3,,,0.8,-1.0,,-4.95,,,-3.45,-5.09,-5.29,,,20.6,-8.13,,0.33299999999999996,0.682,0.525,0.33299999999999996,0.733,0.619,0.55,19.5,,48,0,143,36,56,67,63.0,1.0,77.0,124.0,0.0,115.0,101.0,71.0,113.0,109.0,85.0,93.5,9.9,2,0.33299999999999996,115.7,3,0.5,6,0.2,0.4,0.21,0.406,0.259,-0.1
13301,2025,Max Muncy,LAD,34,4,14,16,1,0,1,0,0,1,0,2,0,8,0,0,0,0,0,0,0.071,3,1,2,0,77,29,48,0,0,0,0.125,0.5,0.25,0.188,0.143,0.33,0.071,0.167,0.03,0.33299999999999996,0.5,0.16699999999999998,0.0,0.0,0.0,0.0,0.165,-1.8,0,-1.7,0.5,0.5,0.1,-0.7,-0.1,($0.6),1.6,4,-0.03,-0.25,0.22,-0.76,-0.08,0.9,,0,-0.19,0.15,0.364,94.0,0.325,82.4,0.026000000000000002,88.0,0.13,82.6,0.10400000000000001,86.5,0.052000000000000005,83.3,,,,,0.3,-0.4,0.0,-0.8,-0.6,-0.1,,0.99,-1.68,0.11,-8.4,-7.98,-1.62,,0.327,0.72,0.455,0.588,0.722,0.657,0.325,0.43799999999999994,0.156,0.0,0.273,,0.026000000000000002,0.052000000000000005,,0.091,0.325,0.013000000000000001,0.11699999999999999,,0.10400000000000001,,,,93.7,,88.1,83.1,,94.4,82.4,75.3,83.3,,86.5,,,-0.1,,0.5,7.9,,7.5,-4.1,-4.1,2.5,,-3.7,,,10.0,,6.9,5.7,,7.1,1.6,-9.5,-2.0,,2.7,,,0.3,,0.0,-0.1,,0.0,-0.4,-0.2,-0.7,,-0.7,,,1.49,,0.11,-1.62,,-0.51,-1.78,-20.47,-7.34,,-8.45,,,0.27899999999999997,0.6759999999999999,0.455,0.5,0.7390000000000001,0.657,0.442,18.4,0.6,0.0,,34 - 34,-1.8,0.1,,0.667,0.33299999999999996,0.0,0.16699999999999998,0.5,0.33299999999999996,0.625,0.10400000000000001,,0.11699999999999999,0.247,0.052000000000000005,0.052000000000000005,,,0.10400000000000001,0.325,,87.1,,82.4,93.8,89.6,83.2,,,95.0,82.6,,-3.3,,2.9,-0.4,2.1,7.3,,,7.0,-4.4,,1.5,,-5.1,8.7,5.3,3.8,,,6.0,-0.2,,-0.7,,-0.8,0.3,-0.2,-0.1,,,-0.1,-0.2,,-8.45,,-8.89,1.67,-5.71,-1.62,,,-0.98,-0.96,,0.275,0.649,0.455,0.455,0.75,0.657,0.48100000000000004,18.4,,32,118,199,60,38,46,61.0,1.71,109.0,48.0,0.0,162.0,96.0,0.0,92.0,106.0,96.0,93.9,2.1,2,0.33299999999999996,108.6,3,0.5,6,0.16899999999999998,0.325,0.159,0.398,0.296,-0.1
19326,2025,Bryan Reynolds,PIT,30,2,9,10,1,1,0,0,0,0,2,1,0,3,0,0,0,0,1,0,0.111,5,1,0,0,41,15,26,0,0,0,0.1,0.3,0.33,0.2,0.111,0.311,0.0,0.167,0.05,0.0,0.833,0.16699999999999998,0.0,0.0,0.0,0.0,0.157,-1.2,0,-1.2,-0.1,0.3,-0.1,-0.8,-0.1,($0.7),5.0,-6,0.1,-0.16,0.26,-0.35,-0.03,1.34,,0,-0.15,0.22,0.171,94.0,0.488,84.5,0.049,87.0,0.024,83.0,0.268,88.6,,,,,,,0.4,-1.2,-0.1,0.0,-0.1,,,5.75,-6.05,-4.34,-4.34,-1.24,,,0.304,0.722,0.488,0.28600000000000003,0.846,0.65,0.439,0.6,0.171,0.2,0.098,,0.049,,,0.073,0.46299999999999997,0.049,,,0.268,,,,92.7,,86.7,,,95.9,84.4,83.4,,,88.4,,,-3.9,,0.6,,,-12.3,1.3,1.3,,,-9.7,,,9.5,,3.8,,,4.0,-0.1,-2.2,,,3.5,,,0.0,,-0.1,,,0.4,-1.0,-0.3,,,-0.1,,,0.15,,-4.34,,,13.23,-5.39,-12.65,,,-1.24,,,0.273,0.737,0.488,0.33299999999999996,0.7859999999999999,0.65,0.46299999999999997,20.6,-0.1,0.2,,30 - 30,-1.0,0.0,,0.667,0.33299999999999996,0.0,0.0,0.667,0.33299999999999996,0.4,0.293,,0.098,0.073,0.049,,,,0.073,0.415,,88.5,,82.2,94.1,86.9,,,,95.9,85.0,,-8.7,,-4.0,-2.5,1.5,,,,-11.7,3.6,,2.3,,-4.0,9.0,2.5,,,,2.6,-1.5,,-0.1,,-0.6,0.0,-0.1,,,,0.4,-0.7,,-0.78,,-13.96,-1.23,-4.34,,,,13.23,-4.23,,0.28600000000000003,0.7,0.488,0.33299999999999996,0.7859999999999999,0.65,0.488,20.6,,50,94,119,64,29,0,61.0,0.0,182.0,48.0,0.0,162.0,96.0,0.0,0.0,141.0,96.0,88.3,-4.7,0,0.0,105.7,2,0.33299999999999996,6,0.146,0.317,0.142,0.159,0.191,-0.1
10681,2025,Gio Urshela,ATH,33,2,7,7,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.143,2,1,2,0,29,8,21,0,0,0,0.0,0.28600000000000003,0.0,0.143,0.143,0.286,0.0,0.2,0.02,0.4,0.4,0.2,0.0,0.0,0.0,0.0,0.127,-1.0,0,-1.0,,0.2,0.0,-0.7,-0.1,($0.6),0.1,-21,-0.08,-0.11,0.03,-1.43,-0.16,0.7,,0,-0.11,-0.01,0.586,94.5,0.31,85.1,0.034,87.0,0.034,85.0,0.034,85.0,,,,,,,-0.1,-0.5,-0.2,0.0,-0.2,,,-0.75,-5.11,-22.04,4.56,-24.85,,,0.389,0.818,0.552,0.5710000000000001,0.667,0.625,0.379,1.0,0.207,0.0,0.345,,,,,0.24100000000000002,0.345,0.034,,,0.034,,,,94.1,,,,,94.7,85.3,85.0,,,85.1,,,-5.8,,,,,-6.5,4.0,4.8,,,10.9,,,8.9,,,,,4.6,1.6,-2.3,,,5.0,,,0.0,,,,,-0.2,-0.7,0.0,,,-0.3,,,0.44,,,,,-2.45,-7.18,4.56,,,-28.57,,,0.35700000000000004,0.733,0.552,0.6,0.636,0.625,0.517,18.7,0.0,0.0,,33 - 33,-1.0,0.0,,0.2,0.4,0.4,0.0,0.6,0.4,0.28600000000000003,0.034,,,0.345,0.034,,,,0.24100000000000002,0.345,,85.5,,,94.6,87.9,,,,95.2,85.6,,10.2,,,-5.8,3.8,,,,-6.7,4.2,,3.2,,,7.7,-2.0,,,,3.0,0.0,,-0.3,,,0.0,-0.2,,,,-0.2,-0.5,,-28.57,,,0.44,-22.04,,,,-2.45,-4.52,,0.385,0.688,0.552,0.6,0.636,0.625,0.552,18.7,,62,0,122,47,36,0,76.0,2.4,93.0,50.0,0.0,46.0,121.0,171.0,0.0,130.0,102.0,92.2,18.0,0,0.0,103.5,3,0.6,5,0.172,0.379,0.305,0.375,0.294,-0.1
21534,2025,Cal Raleigh,SEA,28,2,6,8,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0.0,1,2,0,0,40,18,22,0,0,0,0.25,0.375,0.67,0.25,0.0,0.25,0.0,0.0,0.005,0.0,0.33299999999999996,0.667,0.0,0.0,0.0,0.0,0.172,-0.8,0,-0.8,0.0,0.2,0.0,-0.6,-0.1,($0.5),0.1,12,-0.13,-0.16,0.02,-0.81,-0.09,0.88,,0,-0.09,-0.06,0.3,92.6,0.275,84.0,0.25,93.1,,,0.175,83.0,,,,,,,-0.9,0.6,-0.4,,-0.1,,,-7.47,5.14,-4.49,,-1.05,,,0.35700000000000004,0.667,0.45,0.6,0.75,0.667,0.3,0.25,0.15,0.0,0.3,,0.325,,,,0.2,,,,0.175,,,,92.6,,91.3,,,,83.4,,,,82.7,,,2.0,,0.8,,,,5.9,,,,2.2,,,10.1,,4.3,,,,1.4,,,,6.0,,,-0.9,,-0.4,,,,0.5,,,,-0.1,,,-7.47,,-3.29,,,,6.8,,,,-1.05,,,0.292,0.688,0.45,0.7140000000000001,0.636,0.667,0.4,18.1,0.0,0.0,,28 - 28,-0.8,0.0,,0.0,1.0,0.0,0.33299999999999996,0.33299999999999996,0.33299999999999996,0.625,0.175,,,0.3,0.275,,,,,0.25,,83.2,,,93.1,92.9,,,,,84.4,,1.5,,,1.3,1.0,,,,,4.5,,4.3,,,8.8,3.1,,,,,0.4,,-0.1,,,-0.9,-0.4,,,,,0.5,,-1.05,,,-7.47,-3.73,,,,,5.27,,0.318,0.611,0.45,0.7140000000000001,0.636,0.667,0.45,18.1,,0,267,160,82,0,0,0.0,0.0,77.0,166.0,0.0,0.0,302.0,0.0,225.0,72.0,85.0,84.4,28.5,1,0.33299999999999996,105.7,1,0.33299999999999996,3,0.1,0.25,0.166,0.44,0.367,-0.1
23690,2025,Brayan Rocchio,CLE,24,1,3,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.0,2,1,0,0,15,6,9,0,0,0,0.25,0.0,1.0,0.25,0.0,0.25,0.0,0.0,0.02,0.0,0.667,0.33299999999999996,0.0,0.0,0.0,0.0,0.172,-0.4,0,-0.4,-0.7,0.1,0.1,-1.0,-0.1,($0.8),2.6,7,-0.02,-0.07,0.05,-0.22,-0.02,1.02,,0,-0.05,0.03,0.4,95.2,0.133,85.0,0.133,91.0,0.067,81.0,0.267,83.5,,,,,,,-0.2,-0.1,-0.1,-0.1,0.1,,,-3.49,-3.98,-3.98,-11.43,2.86,,,0.364,0.75,0.467,0.75,0.667,0.7140000000000001,0.267,0.5,0.133,0.0,0.33299999999999996,,0.133,,,0.067,0.133,,0.067,,0.267,,,,94.8,,90.8,,,97.1,85.3,,81.4,,83.5,,,5.7,,0.9,,,12.2,-0.6,,-4.8,,6.0,,,8.6,,6.5,,,2.7,0.0,,-6.6,,5.1,,,-0.2,,-0.1,,,0.0,-0.1,,-0.1,,0.1,,,-4.95,,-3.98,,,3.84,-3.98,,-11.43,,2.86,,,0.33299999999999996,0.667,0.467,1.0,0.5,0.7140000000000001,0.4,17.8,-0.7,0.0,,24 - 24,-0.4,0.0,,0.667,0.0,0.33299999999999996,0.33299999999999996,0.667,0.0,0.25,0.267,,0.133,0.33299999999999996,0.133,,,,0.067,0.067,,83.6,,82.5,94.9,91.0,,,,97.3,87.3,,6.3,,-4.5,5.8,1.1,,,,11.5,3.5,,3.3,,-6.5,7.2,5.1,,,,0.9,1.4,,0.1,,-0.2,-0.2,-0.1,,,,0.0,0.0,,2.86,,-7.53,-4.95,-3.98,,,,3.84,-4.34,,0.25,0.7140000000000001,0.467,1.0,0.6,0.7140000000000001,0.467,17.8,,0,267,0,82,0,0,0.0,0.0,155.0,83.0,0.0,153.0,0.0,143.0,225.0,145.0,0.0,78.9,0.4,0,0.0,93.1,0,0.0,3,0.133,0.267,0.07,0.088,0.23,-0.1
25332,2025,Endy Rodriguez,PIT,25,2,6,8,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0.0,0,2,0,0,29,11,18,0,0,0,0.25,0.5,0.5,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.172,-0.8,0,-0.9,-0.4,0.2,-0.1,-1.2,-0.1,($1.0),0.1,4,-0.1,-0.14,0.05,-1.23,-0.12,0.78,,0,-0.09,-0.04,0.414,94.7,0.31,84.6,0.034,87.0,0.10300000000000001,83.7,0.138,87.0,,,,,,,-0.1,-0.5,0.0,-0.2,-0.2,,,-0.52,-5.59,-3.62,-5.55,-4.32,,,0.2,0.214,0.207,0.33299999999999996,0.33299999999999996,0.33299999999999996,0.483,0.625,0.138,0.0,0.276,,0.034,,,0.138,0.31,0.10300000000000001,,,0.138,,,,94.4,,86.6,,,94.8,84.6,83.6,,,87.0,,,-6.1,,0.1,,,-13.1,4.2,2.8,,,-11.2,,,9.3,,4.7,,,5.2,1.2,-6.8,,,1.3,,,0.0,,0.0,,,0.0,-0.5,-0.2,,,-0.2,,,-0.62,,-3.62,,,-0.32,-5.59,-6.36,,,-4.32,,,0.154,0.25,0.207,0.0,0.5,0.33299999999999996,0.552,16.2,-0.6,0.0,,25 - 25,-0.9,0.0,,0.0,0.5,0.5,0.5,0.5,0.0,0.75,0.138,,0.10300000000000001,0.207,0.10300000000000001,,,,0.138,0.31,,87.0,,83.8,94.7,91.5,,,,94.9,84.7,,-10.6,,3.7,-6.1,-1.9,,,,-12.3,5.0,,-0.3,,-8.7,9.1,4.6,,,,3.7,-0.2,,-0.2,,-0.2,0.0,-0.1,,,,0.0,-0.5,,-4.32,,-6.36,-0.2,-2.45,,,,-0.32,-5.59,,0.154,0.25,0.207,0.0,0.5,0.33299999999999996,0.552,16.2,,0,236,199,80,0,0,0.0,0.0,0.0,288.0,0.0,0.0,144.0,207.0,277.0,106.0,0.0,79.5,51.2,0,0.0,89.3,0,0.0,2,0.414,0.552,0.005,0.006,0.182,-0.1
33541,2025,Dylan Crews,WSN,23,1,3,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.0,1,1,1,0,17,9,8,0,0,0,0.25,0.0,1.0,0.25,0.0,0.25,0.0,0.0,0.01,0.33299999999999996,0.33299999999999996,0.33299999999999996,0.0,0.0,0.0,0.0,0.172,-0.4,0,-0.4,-0.9,0.1,-0.1,-1.1,-0.1,($0.9),7.5,7,0.11,-0.07,0.18,-0.02,0.0,1.79,,0,0.0,0.06,0.529,93.9,0.353,84.7,0.059000000000000004,88.0,,,0.059000000000000004,85.0,,,,,,,-0.4,-0.1,0.1,,0.0,,,-4.36,-2.01,6.44,,4.29,,,0.25,0.6,0.353,0.667,1.0,0.833,0.294,0.25,0.059000000000000004,0.2,0.353,,0.059000000000000004,,,0.17600000000000002,0.353,,,,0.059000000000000004,,,,93.8,,87.6,,,93.8,84.6,,,,84.7,,,-1.6,,4.0,,,-4.1,0.7,,,,6.4,,,9.7,,8.3,,,6.1,1.4,,,,1.1,,,0.1,,0.1,,,-0.5,-0.2,,,,0.0,,,2.05,,6.44,,,-17.17,-2.63,,,,4.29,,,0.222,0.5,0.353,0.5,1.0,0.833,0.47100000000000003,17.2,-1.0,0.2,,23 - 23,-0.2,0.0,,0.33299999999999996,0.33299999999999996,0.33299999999999996,0.0,1.0,0.0,0.25,0.059000000000000004,,,0.353,0.059000000000000004,,,,0.17600000000000002,0.353,,84.8,,,93.8,87.7,,,,93.9,84.6,,5.7,,,-0.9,3.9,,,,-3.8,1.3,,-1.0,,,8.3,6.5,,,,4.6,-0.5,,0.0,,,0.1,0.1,,,,-0.5,-0.2,,4.29,,,2.05,6.44,,,,-17.17,-2.63,,0.25,0.444,0.353,0.5,1.0,0.833,0.529,17.2,,0,236,0,80,0,0,0.0,1.71,73.0,96.0,0.0,81.0,96.0,138.0,0.0,211.0,0.0,95.0,13.9,0,0.0,104.7,1,0.33299999999999996,3,0.11800000000000001,0.17600000000000002,0.379,0.451,0.442,-0.1
12533,2025,Marcus Semien,TEX,34,2,8,8,1,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0.125,5,1,0,0,34,12,22,0,0,0,0.0,0.25,0.0,0.125,0.125,0.25,0.0,0.167,0.05,0.0,0.833,0.16699999999999998,0.0,0.0,0.0,0.0,0.111,-1.2,0,-1.2,0.0,0.2,0.0,-0.9,-0.1,($0.8),0.1,-36,-0.15,-0.2,0.05,-1.86,-0.19,0.98,,0,-0.16,0.0,0.5,95.5,0.154,84.5,0.308,90.3,,,,,0.038,87.0,,,0.235,,-0.3,-0.4,-0.5,,,0.0,,-2.54,-10.19,-6.48,,,4.29,,0.316,0.7140000000000001,0.423,0.5,0.8,0.636,0.26899999999999996,0.75,0.147,0.0,0.17600000000000002,,0.265,0.028999999999999998,,0.382,0.147,,,,,,,,96.5,,89.7,87.0,,94.1,84.1,,,,,,,6.7,,-0.8,-9.2,,-8.7,2.9,,,,,,,8.4,,2.8,-1.0,,1.7,-1.2,,,,,,,0.6,,-0.5,0.0,,-1.3,-0.5,,,,,,,9.24,,-5.66,4.29,,-10.04,-9.51,,,,,,,0.278,0.625,0.441,0.6,0.7,0.667,0.47100000000000003,16.4,0.1,0.0,,34 - 34,-1.3,0.0,,0.667,0.33299999999999996,0.0,0.0,0.33299999999999996,0.667,0.25,0.028999999999999998,,,0.17600000000000002,0.235,,,,0.382,0.17600000000000002,,87.1,,,96.7,90.4,,,,94.2,84.5,,-8.7,,,6.0,-2.3,,,,-8.1,4.0,,-2.8,,,7.2,1.5,,,,0.2,-2.6,,0.0,,,0.6,-0.5,,,,-1.3,-0.5,,4.29,,,9.24,-6.48,,,,-10.04,-7.78,,0.28600000000000003,0.6920000000000001,0.441,0.667,0.667,0.667,0.382,16.4,,54,0,107,41,31,0,63.0,0.0,193.0,41.0,0.0,153.0,101.0,0.0,0.0,72.0,170.0,95.1,0.7,1,0.16699999999999998,106.4,4,0.667,6,0.20600000000000002,0.353,0.249,0.405,0.279,-0.1
13419,2025,Christian Walker,HOU,34,2,8,8,1,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0.125,3,0,3,0,28,8,20,0,0,0,0.0,0.25,0.0,0.125,0.125,0.25,0.0,0.167,0.03,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.111,-1.2,0,-1.2,,0.2,-0.2,-1.1,-0.1,($1.0),2.6,-35,-0.23,-0.26,0.03,-1.89,-0.2,1.39,,0,-0.15,-0.02,0.536,95.9,0.39299999999999996,85.2,0.036000000000000004,92.0,,,0.036000000000000004,87.0,,,,,,,-0.9,-0.2,-0.3,,0.0,,,-5.86,-1.71,-28.77,,0.0,,,0.467,0.615,0.536,0.5710000000000001,0.75,0.667,0.46399999999999997,0.625,0.179,0.0,0.321,,0.107,,,0.214,0.321,,,,0.036000000000000004,,,,96.6,,92.9,,,94.7,83.4,,,,87.4,,,-5.1,,-0.6,,,-10.8,7.6,,,,-9.9,,,10.6,,4.5,,,3.3,-2.5,,,,2.4,,,-0.3,,-0.3,,,-0.6,-0.2,,,,0.0,,,-3.13,,-9.52,,,-10.56,-2.53,,,,0.0,,,0.462,0.6,0.536,0.5,0.778,0.667,0.536,21.3,-0.2,0.0,,34 - 34,-1.2,0.0,,0.833,0.0,0.16699999999999998,0.0,0.16699999999999998,0.833,0.25,0.036000000000000004,,,0.321,0.036000000000000004,,,,0.214,0.39299999999999996,,87.7,,,96.7,92.7,,,,95.0,85.4,,-9.8,,,-4.1,-1.7,,,,-10.7,6.9,,0.4,,,9.0,4.2,,,,1.3,-3.2,,0.0,,,-0.3,-0.3,,,,-0.6,-0.2,,0.0,,,-3.13,-28.77,,,,-10.56,-2.05,,0.5,0.563,0.536,0.5,0.778,0.667,0.5710000000000001,21.3,,54,0,107,41,31,0,63.0,2.99,116.0,0.0,,192.0,0.0,71.0,0.0,36.0,212.0,100.4,2.0,0,0.0,111.4,5,0.833,6,0.179,0.35700000000000004,0.428,0.537,0.417,-0.1
